eventID,stem,event,details,wikipedia,mnemonic,itemDifficulty,categories,America,Europe,Asia,Africa,China,Discovery,Britain,France,Greek,India,Inventions,MiddleEast,prehistory,Religion,Roman,Royalty,Russia,Science,SouthAmerica,Wars,World,YearNum
143,1649,Execution of Charles I.,,,,8,"[Britain, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1649
144,1651,"Thomas Hobbes's Leviathan is published: this is the origin of the modern idea of civil society, equality before the law and egoistic individualism",,,,8,"[Britain, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1651
145,1659,"Accession of Aurangzeb, Shah Jahan imprisoned",,,,10,,,,,,,,,,,1.0,,,,,,,,,,,,1659
146,1660,Monarchy restored in England.,,,,6,"[Britain, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1660
147,1665,Shivaji imprisoned by Aurangzeb,,,,10,,,,,,,,,,,1.0,,,,,,,,,,,,1665
148,1665,The Great Plague of England.,,,,6,"[Catastrophes, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1665
149,1666,The Great Fire of London,"The city was essentially medieval in its street plan, an overcrowded warren of narrow, winding, cobbled alleys. Building with wood and roofing with thatch had been prohibited for centuries, but these cheap materials continued to be used.",https://en.wikipedia.org/wiki/Great_Fire_of_London,"The 1666 fire, in essense ended ""Medieval"" London, and led to important restructuring. Remember, it came 1 year after the Great Plague.",6,"[Catastrophes, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1666
150,1666,Death of Shah Jahan,,,,10,,,,,,,,,,,1.0,,,,,,,,,,,,1666
151,1668,Glorious Revolution in England.,,,,8,"[Britain, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1668
152,1675,"Execution of Teg Bahadur, the ninth Guru of Sikhs",,,,10,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1675
153,1680,Death of Shivaji,,,,10,,,,,,,,,,,1.0,,,,,,,,,,,,1680
154,1687,"Isaac Newton publishes Principia Mathematica, the foundation of modern physics",,,,5,"[Britain, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1687
155,1704,Battle of Blenheim.,,,,9,"[Europe, Spain, Germany]",,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,1704
156,1707,Union of England and Scotland.,,,,6,"[Britain, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1707
157,1707,Death of Aurangzeb,,,,8,,,,,,,,,,,1.0,,,,,,,,,,,,1707
158,1708,Death of Guru Gobind Singh,,,,10,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1708
159,1735,"Euler solves the ""Seven Bridges of Kongsberg"" problem, the start of the Graph Theory branch of mathematics.","In 1735, Euler presented a solution to the problem known as the Seven Bridges of K  nigsberg.[73] The city of K  nigsberg, Prussia was set on the Pregel River, and included two large islands that were connected to each other and the mainland by seven bridges. The problem is to decide whether it is possible to follow a path that crosses each bridge exactly once and returns to the starting point. It is not possible. This solution is considered to be the first theorem of graph theory",https://en.wikipedia.org/wiki/Seven_Bridges_of_K%C3%B6nigsberg,,7,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1735
160,1739,Nadir Shah invades India,,,,10,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1739
161,1757,"Battle of Plassey, establishment of British political rule in India at the hands of Lord Clive",,,,6,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1757
162,1761,Third Battle of Panipat; Shah Alam II becomes India's emperor,,,,8,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1761
163,1764,Battle of Buxor,,,,8,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1764
164,1765,Clive appointed Company's Governor in India,,,,8,,,,,,,,,,,1.0,,,,,,,,,,,,1765
165,1767,First Mysore War,,,,10,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1767
166,1770,The Great Bengal Famine,The Bengal Famine of 1770 was a famine that struck the Bengal region between 1769 and 1770 and affected some 30 million people,https://en.wikipedia.org/wiki/Great_Bengal_famine_of_1770,,7,,,,,,,,,,,1.0,,,,,,,,,,,,1770
167,1776,"Adam Smith publishes the Wealth of Nation, a fundamental work in Classical Economics","The central thesis of Smith's ""The Wealth of Nations"" is th at our individual need to fulfill self-interest results in societal benefit, in what is known as his ""invisible hand"".",https://en.wikipedia.org/wiki/The_Wealth_of_Nations,,3,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1776
168,1776,American Declaration of Independence determines the political evolution of the New World and the rise of American power,,,,1,"[America, ]",1.0,,,,,,,,,,,,,,,,,,,,,1776
169,1776,Declaration of American Independence.,,,,1,"[America, ]",1.0,,,,,,,,,,,,,,,,,,,,,1776
170,1780,Second Mysore War,,,,10,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1780
171,1784,Pitt's India Act,"The East India Company Act (EIC Act 1784), also known as Pitt's India Act, was an Act of the Parliament of Great Britain intended to address the shortcomings of the Regulating Act of 1773 by bringing the East India Company's rule in India under the control of the British Government.",https://en.wikipedia.org/wiki/Pitt%27s_India_Act,,10,,,,,,,,,,,1.0,,,,,,,,,,,,1784
172,1789,French Revolution; George Washington elected the first President of America.,,,,5,"[France, America]",1.0,,,,,,,1.0,,,,,,,,,,,,,,1789
173,1789,French Revolution marks a fundamental break with the tradition of monarchy; the 'rights of man' are enshrined,,,,5,"[France, Enlightenment]",,1.0,,,,,,1.0,,,,,,,,,,,,,,1789
174,1790,Start of the Third Mysore War,,,,10,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1790
175,1794,Invention of the Internal Combustion Engine,"1794, Robert Street patented an internal combustion engine, which was also the first to use liquid fuel, and built an engine around that time.",https://en.wikipedia.org/wiki/Internal_combustion_engine#History,,7,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1794
176,1796,Dr Jenner created the first-ever Vaccine,"On 14 May 1796, Jenner tested his hypothesis by inoculating James Phipps, an eight-year-old boy who was the son of Jenner's gardener",https://en.wikipedia.org/wiki/Edward_Jenner#Invention_of_the_vaccine,,7,,,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,1796
177,1799,Fourth Mysore War; Death of Tipu Sultan,,,,10,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1799
178,1803,"Start of the Lewis & Clark expedition, in America.","The Lewis and Clark Expedition from August 31, 1803, to September 25, 1806, also known as the Corps of Discovery Expedition, was the United States expedition to cross the newly acquired western portion of the country after the Louisiana Purchase.",https://en.wikipedia.org/wiki/Lewis_and_Clark_Expedition,It took exactly 30 years after America independence for a team to cross from the East coast to the west coast.,4,"[Expeditions, Firsts, ]",1.0,,,,,,,,,,,,,,,,,,,,,1803
179,1804,Lewis and Clark Expedition,The exploration of the American West began with the expedition of Meriwether Lewis and William Clark.,,,3,,1.0,,,,,,,,,,,,,,,,,,,,,1804
180,1805,Battle of Trafalagar and Nelson's death.,,,,7,"[Britain, France,]",,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,1805
181,1815,"Battle of Waterloo: the Napoleonic Empire ends, and with it Napoleon's ambition to rule and reform all of Europe",,,,3,"[France, ]",,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,1815
182,1815,Battle of Waterloo; Napolean exiled to St. Helena.,,,,3,"[France, ]",,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,1815
183,1815,The Battle of Waterloo,"The French military leader Napoleon Bonaparte was defeated by the British and Prussian armies, marking the end of the Napoleonic Wars.",,,2,,,1.0,,,,,,,,,,,,,,,,,,,,1815
184,1821,Death of Napolean.,,,,7,"[France, ]",,1.0,,,,,,1.0,,,,,,,,,,,,,,1821
185,1825,"Rocket steam locomotive built, marking the start of the railway age of cheap, fast land transport",,,,7,"[Britain, Inventions, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1825
186,1830,Indian Removal Act,President Andrew Jackson signed this act which forced Native American tribes to relocate from the southeastern United States to Indian Territory in present-day Oklahoma.,,,9,,1.0,,,,,,,,,,,,,,,,,,,,,1830
187,1832,Reforms Bill passed in England.,,,,9,"[Britain, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1832
188,1837,Queen Victoria ascends to the throne,"Queen Victoria became the Queen of the United Kingdom and ruled until 1901, a period known as the Victorian era.",,,5,,,1.0,,,,,,,,,,,,,,,,,,,,1837
189,1837,Queen Victoria's accession to the throne of England.,,,,4,"[Britain, ]",,1.0,,,,,1.0,,,,,,,,,,,,,,,1837
190,1844,The first use of nitrous gas for Anesthesia by Dr. Horace Wells.,"In 1844, Dr.  Wells conducted a trial on himself by inhaling nitrous oxide and having John Riggs extract a tooth.[5] Upon a successful trial where he did not feel any pain, Wells went on to use nitrous oxide on at least 12 other patients in his office.",https://en.wikipedia.org/wiki/Horace_Wells#Career,,8,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1844
191,1848,Revolutions of 1848,Revolutions of 1848: A series of uprisings and revolutions across Europe sparked significant political and social change throughout the continent.,,,7,,,1.0,,,,,,,,,,,,,,,,,,,,1848
192,1853,"Crimean War -- Russia fights the Ottoman Empire, Britain and France.","The Crimean War was a military conflict fought from October 1853 to February 1856 in which Russia lost to an alliance of France, the Ottoman Empire, the United Kingdom and Piedmont-Sardinia",https://en.wikipedia.org/wiki/Crimean_War,,8,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1853
193,1859,"Publication of Darwin's The Origin of Species. His theory of evolution transforms the view of Man and his environment, and belief in God"," Published on 24 November 1859, is a work of scientific literature by Charles Darwin that is considered to be the foundation of evolutionary biology",https://en.wikipedia.org/wiki/On_the_Origin_of_Species,"Darwin conceived the ideas in 1839, and waited 20 years for various reasons.",5,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,1859
194,1859,"Drilling of the first modern oil well.  At Titusville, Penn., Col. Edwin Drake drilled the first successful well through rock and produced crude oil",,,,5,"[Discovery, ",1.0,,,,,,,,,,,,,,,,,,,,,1859
195,1861,American Civil War begins,"The American Civil War began with the secession of several southern states from the Union, ultimately resulting in the deadliest war in American history.",,,2,,1.0,,,,,,,,,,,,,,,,,,,,,1861
196,1861,Beginning of the American Civil War.,,,,4,"[America, ]",1.0,,,,,,,,,,,,,,,,,,,1.0,,1861
197,1863,Slavery abolished in USA,,,,5,"[America, ]",1.0,,,,,,,,,,,,,,,,,,,,,1863
198,1865,End of the American Civil War,"Confederate General Robert E. Lee surrendered to Union General Ulysses S. Grant, effectively ending the Civil War and leading to the abolition of slavery in the United States.",,,2,,1.0,,,,,,,,,,,,,,,,,,,,,1865
199,1865,"General Robert E. Lee surrendered his 28,000 Confederate troops to Union General Ulysses S. Grant, effectively ending the American Civil War",,https://en.wikipedia.org/wiki/Battle_of_Appomattox_Court_House#Surrender,,5,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1865
200,1865,Assassination of Abraham Lincoln.,,,,5,"[America, ]",1.0,,,,,,,,,,,,,,,,,,,,,1865
201,1867,Purchase of Alaska - US buys Alaska from Russia.,Secretary of State William Seward made the purchase which also ended Russia's presence in North America and ensured U.S. access to the Pacific northern rim.,https://en.wikipedia.org/wiki/Alaska_Purchase,,7,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1867
202,1869,Opening of the Suez Canal for traffic.,,,,7,"[Africa, France]",,,,1.0,,,,1.0,,,,,,,,,,,,,,1869
203,1871,"""Dr. Livingstone, I presume"": US journalist Stanley finds explorer Dr. Livingstone","After nearly eight months Stanley found Livingstone in Ujiji, a small village on the shore of Lake Tanganyika on November 10, 1871.",https://en.wikipedia.org/wiki/Henry_Morton_Stanley#Finding_David_Livingstone,"Slave trade ended ~1850, and colonization of Congo happened in 1885. This episode was right in between.",7,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1871
204,1876,Alexander Graham Bell Invents the telephone,"On March 10, 1876,  Bell spoke the sentence ""Mr. Watson Come here I want to see you"" into the liquid transmitter and the first phone call was made.",https://en.wikipedia.org/wiki/Alexander_Graham_Bell#The_race_to_the_patent_office,"Exactly 100 years after the US declared Independence, the telephone showed up!",5,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1876
205,1876,The Battle of Little Bighorn,"The Sioux and Cheyenne defeated General Custer and his troops in a battle in present-day Montana, leading to increased tensions and conflict between Native Americans and settlers in the western United States.",,,6,,1.0,,,,,,,,,,,,,,,,,,,,,1876
206,1879,Edison invents the electric light bulb,Light bulbs with a carbon filament were first demonstrated by Edison in October 1879,https://en.wikipedia.org/wiki/Edison_light_bulb,The telephone showed up 3 years before the bulb!,6,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1879
207,1883,Eruption of Krakatoa,over 70% of the island of Krakatoa and its surrounding archipelago were destroyed as it collapsed into a caldera.,https://en.wikipedia.org/wiki/Krakatoa#1883_eruption,,7,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1883
208,1885,"Benz develops first petrol-driven car, starting the most profound technical and social revolution of the modern age",,,,6,"[Inventions, Germany, Europe]",,1.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1885
209,1889,Eiffel Tower completed,"The iconic Eiffel Tower was completed and opened to the public in Paris, France.",,,4,,,1.0,,,,,,,,,,,,,,,,,,,,1889
210,1893,New Zealand introduces unrestricted women's suffrage. At this point women win the principle of full political equality,,,,7,[World],,,,,,,,,,,,,,,,,,,,,1.0,1893
211,1895,Marconi invented the radio for wireless transmission, Marconi transmitted radio signals for about 1.5 miles (2.4 km) at the end of 1895,https://en.wikipedia.org/wiki/Invention_of_radio#Marconi,X-Rays and Radio discovered/invented in the same year.,4,"[Invention, Science, Italy]",,1.0,,,,,,,,,1.0,,,,,,,,,,,1895
212,1895,Roentgen discovered X-Rays.,,,X-Rays and Radio discovered/invented in the same year.,5,"[Invention, Science, Germany]",,1.0,,,,1.0,,,,,,,,,,,,,,,,1895
213,1898,Spanish-American War,"The United States declared war on Spain, ultimately resulting in the acquisition of Puerto Rico, Guam, and the Philippines by the United States.",,,4,,1.0,,,,,,,,,,,,,,,,,,,,,1898
214,1903,The Wright brothers invent the first powered aircraft.," The Wrights finally took to the air on December 17, 1903, making two flights each from level ground into a freezing headwind gusting to 27 miles per hour (43 km/h)",https://en.wikipedia.org/wiki/Wright_brothers#First_powered_flight,,4,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1903
215,1904,Russo-Japan war.,,https://en.wikipedia.org/wiki/Russo-Japanese_War, This was was fought between the Empire of Japan and the Russian Empire during 1904 and 1905 over rival imperial ambitions in Manchuria and the Korean Empire,7,"[Russia, Japan, ]",,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1904
216,1905,Japan defeated Russia; Discovery of the theory of Relativity by Einstein.,,,,3,"[Japan, Science,]",,,1.0,,,,,,,,,,,,,,,,,1.0,,1905
217,1905,Einstein's theory of special relativity published. It transforms the nature of modern physical knowledge,,,,4,"[Science,]",,1.0,,,,,,,,,,,,,,,,,,,,1905
218,1911,Roald Amundsen becomes the first person to reach the South Pole.,"The first ever expedition to reach the geographic Southern Pole was led by the Norwegian explorer Roald Amundsen. He and four others arrived at the pole on 14 December 1911, five weeks ahead of a British party led by Robert Falcon Scott as part of the Terra Nova Expedition.",https://en.wikipedia.org/wiki/Amundsen%27s_South_Pole_expedition,The North Pole was reached in 1909. So Amundsen changed his plans to head to the South Pole in 1911,5,"[Expeditions, Firsts, ]",,1.0,,,,,,,,,,,,,,,,,,,1.0,1911
219,1911,Chinese Revolution.,,,,6,"[China, ]",,,,,1.0,,,,,,,,,,,,,,,,,1911
220,1912,Republic of China established.,,,,5,"[China, ]",,,,,1.0,,,,,,,,,,,,,,,,,1912
221,1914,Beginning of World War I.,,,,2,"[Wars, ]",,1.0,,,,,1.0,,,,,,,,,,1.0,,,1.0,,1914
222,1917,"Russian Revolution creates the first successful, long-term revolutionary state",,,,5,"[Rusia, ]",,1.0,,,,,,,,,,,,,,,1.0,,,,,1917
223,1918,End of World War I.,,,,2,"[Wars, ]",,1.0,,,,,,,,,,,,,,,,,,1.0,,1918
224,1918,End of the First World War. The Habsburg and Ottoman empires collapse; maps of Europe and the Middle East are redrawn,,,,2,"[Wars, ]",,1.0,,,,,,,,,,,,,,,,,,1.0,,1918
225,1919,Treaty of Versailles signed.,,,,4,"[Wars, Europe]",,1.0,,,,,,1.0,,,,,,,,,,,,,,1919
226,1920,Formation of the League of Nations.,,,,4,"[Wars, Europe]",,1.0,,,,,,,,,,,,,,,,,,,,1920
227,1923,Turkey declared Republic.,,,,7,"[Turkey, World]",,,1.0,,,,,,,,,,,,,,,,,,,1923
228,1926,Invention of Television,"Scottish inventor John Logie Baird, in 1926, demonstrated the transmission of an image of a face in motion by radio. This is widely regarded as the world's first public television demonstration",https://en.wikipedia.org/wiki/Television#History,Priorities! Humans invented a TV 2 years before they discovered Penicillin.,7,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1926
229,1928,Alexander Fleming discovered penicillin,In 1928 Dr Alexander Fleming returned from a holiday to find mould growing on a Petri dish of Staphylococcus bacteria. He noticed the mould seemed to be preventing the bacteria around it from growing. He soon identified that the mould produced a self-defence chemical that could kill bacteria.,https://en.wikipedia.org/wiki/Penicillin#Discovery,,7,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,1928
230,1930,Discovery of planet Pluto,"Tombaugh discovered the tiny, distant planet by use of a new astronomic technique of photographic plates combined with a blink microscope.",,,6,,,,,,,1.0,,,,,,,,,,,,,,,,1930
231,1933,Hitler became the Chancellor of Germany.,,,,5,"[Germany, Europe]",,1.0,,,,,,,,,,,,,,,,,,,,1933
232,1936,Beginning of the Spanish Civil War.,,,,7,"[Spain, Europe,]",,1.0,,,,,,,,,,,,,,,,,,1.0,,1936
233,1939,"Outbreak of Second World War: 50 million die worldwide from 1939-45 in the world's largest and most deadly conflict, which ends the long age of imperialisms",,,,1,"[Wars, ]",,1.0,,,,,,,,,,,,,,,,,,1.0,,1939
234,1939,World War II begins.,,,,1,"[Wars, ]",,1.0,,,,,,,,,,,,,,,,,,1.0,,1939
235,1941,Russia invaded by Hitler; Pearl Harbour invaded by Japan.,,,,6,"[Wars, ]",,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,1941
236,1945,"when the first nuclear bomb is detonated, mankind develops the means to destroy itself",,,,2,"[Japan, Science,]",1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,1945
237,1945,Establishment of UNO; End of World War II; Hiroshima and Nagasaki experience the first dropping of the Atom Bomb; Death of President Roosevelt.,,,,6,"[Wars, ]",,1.0,1.0,,,,,,,,,,,,,,,,,,,1945
238,1945,End of Second World War;,,,,1,"[Wars, ]",,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1945
239,1946,Civil War in China.,,,,5,"[Wars, ]",,,,,1.0,,,,,,,,,,,,,,,1.0,,1946
240,1948,Burma and Ceylon get independence.,,,,8,"[Asia, World,]",,,1.0,,,,,,,,,,,,,,,,,,,1948
241,1949,Indonesia gets independence;,,,,8,,,,1.0,,,,,,,,,,,,,,,,,,,1949
242,1949,The Communists capture power in China.,,,,4,"[Government, ]",,,,,1.0,,,,,,,,,,,,,,,,,1949
243,1949,Communist China founded: China is created as a single territorial unit with a common administration and a modernising economy,,,,6,,,,,,1.0,,,,,,,,,,,,,,,,,1949
244,1952,General Eisenhower elected as the American President.,,,,3,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1952
245,1953,Death of Stalin,"Joseph Stalin, second leader of the Soviet Union, died on 5 March 1953 at the Kuntsevo Dacha, at the age of 74, after suffering a stroke. ",https://en.wikipedia.org/wiki/Death_and_state_funeral_of_Joseph_Stalin,,5,,,,,,,,,,,,,,,,,,1.0,,,,,1953
246,1953,Mt. Everest conquered for the first time.,"The 1953 British Mount Everest expedition was the ninth mountaineering expedition to attempt the first ascent of Mount Everest, and the first confirmed to have succeeded when Tenzing Norgay and Edmund Hillary reached the summit on 29 May 1953",https://en.wikipedia.org/wiki/1953_British_Mount_Everest_expedition,,3,[Achievement],,,1.0,,,,,,,,,,,,,,,,,,1.0,1953
247,1954,Military Aid Pact between China and Pakistan;,,,,9,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1954
248,1955,Austria gets independence; Bandung Conference.,,,,7,,,1.0,,,,,,,,,,,,,,,,,,,,1955
249,1956,"Suez Canal nationalised by President Nasser; Egypt attacked by the forces of Britain, France and Israel.",,,,6,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1956
250,1957,First artificial satellite launched by Russia.,,,,6,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1957
251,1958,Egypt and Syria united and renamed United Arab Republic (UAR),,,,7,,,,,,,,,,,,,1.0,,,,,,,,,,1958
252,1959,Chinese capture Tibet; Dalai Lama flees to India; Sputnik launched by Russia.,,,,5,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,1959
253,1959,"Invention of the silicon chip is the major technical invention of the past century, making possible the computer age",,,,5,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1959
254,1960,"First contraceptive pill made available for women, who can now make their own biological choices about reproduction",,,,6,,1.0,,,,,,,,,,,,,,,,,,,,,1960
255,1960,Explosion of an atom bomb device by France;,,,,3,"[Wars, ]",,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,1960
256,1960,Election of John F. Kennedy as President of USA,,,,2,"[Government, ]",1.0,,,,,,,,,,,,,,,,,,,,,1960
257,1961,Yuri Gagarin of USSR becomes the first spaceman.,,,,5,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1961
258,1963,John F. Kennedy assassinated.,,,,3,"[Government, ]",1.0,,,,,,,,,,,,,,,,,,,,,1963
259,1963,Malaysia established,,,,6,"[Government, ]",,,1.0,,,,,,,,,,,,,,,,,,,1963
260,1963,Partial Nuclear Test-Ban Treaty signed;,,,,7,,,,,,,,,,,,,,,,,,,,,,1.0,1963
261,1964,Discovery of the Universe's Cosmic microwave Background Radiation,"In 1964 while using the Horn Antenna, Penzias and Wilson stumbled on the microwave background radiation that permeates the universe.",https://en.wikipedia.org/wiki/Discovery_of_cosmic_microwave_background_radiation,,7,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,1964
262,1965,Singapore becomes the sovereign independent nation,,,,6,,,,1.0,,,,,,,,,,,,,,,,,,,1965
263,1965,Death of Sir Winston Churchill,,,,4,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1965
264,1965,"Outbreak of the Second Indo-Pak war, also called the ""Second Kashmir War""",,https://en.wikipedia.org/wiki/Indo-Pakistani_War_of_1965,,7,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1965
265,1966,Tashkent Pact; A Russian aircraft lands on moon.,,,,8,,,,,,,,,,,,,,,,,,1.0,,,,,1966
266,1967,Chinese explode hydrogen bomb; Arab-Israel War; Suez Canal closed.,,,,8,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1967
267,1971,"Outbreak of Indo-Pak war; Birth of Bangladesh; Surrender of 93,000 Pakistani troops; Khruschev died; Z.A. Bhutto new President of Pakistan.",,,,6,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,1971
268,1972,Sheikh Mujibur Rahman freed from Pakistani Jail and assumed the office of P.M. Bangladesh; Nixon of USA visited China; King Mahendra of Nepal died; USA and the USSR sign Strategic Arms Limitations Treaty.,,,,9,,,,1.0,,,,,,,,,,,,,,,,,,,1972
269,1973,Outbreak of fourth Arab-Israeli war; Fourth non-aligned summit in Algiers.,,,,7,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,1973
270,1975,"Sheikh Mujibur Rahman, President of Bangladesh assassinated; King Faisal of Saudi Arabia, assassinated; Suez Canal reopened; Red Cross force Cambodia Government to Surrender.",,,,7,,,,,1.0,,,,,,,,,,,,,,,,,,1975
271,1976,Jimmy Carter elected President of USA,,,,3,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1976
272,1976,Death of Mao Zhedong (China),"Mao suffered two major heart attacks, one in March and another in July, then a third on September 5, rendering him an invalid. He died nearly four days later, at 00:10 on September 9, 1976, at the age of 82.",https://en.wikipedia.org/wiki/Mao_Zedong#Death_and_aftermath,"Carter becomes US President, and Mao dies that same year.",6,,,,,,1.0,,,,,,,,,,,,,,,,,1976
273,1976,Seychelles gets independence,"In 1976, Seychelles was granted independence from the United Kingdom and became a republic. It has been a member of the Commonwealth ever since",https://en.wikipedia.org/wiki/Seychelles#Independence,,9,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1976
274,1976,Viking I lands on Mars," Viking 1 (sent by NASA) touched down on Mars on July 20, 1976, the first successful Mars lander in history.",https://en.wikipedia.org/wiki/Viking_1,,8,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1976
275,1976,"Chou-En Lai, P.M. of China, dies",Zhou Enlai was the first Premier of the People's Republic of China serving from 1 October 1949 until his death on 8 January 1976,https://en.wikipedia.org/wiki/Zhou_Enlai#Death,Died the same year as Mao. A double blow to China,8,,,,,,1.0,,,,,,,,,,,,,,,,,1976
276,1978,"Agreement between Israel and Egypt; Vietnam attacked Cambodia; Z.A. Bhutto, former P.M. of Pakistan, sentenced to death; Bloody coup in Afghanistan; Mohammed Daoud assassinated; World's first test-tube baby born.",,,,9,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1978
277,1979,Cambodian rebels grab power in Pnom Penh,,,,9,,,,1.0,,,,,,,,,,,,,,,,,,,1979
278,1979,Chinese aggression in Vietnam;,,,,8,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1979
279,1979,Mrs. Margaret Thatcher is the first woman P.M. of Britain.,,,,6,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1979
280,1979,Mr. Z.A. Bhutto hanged,,,,8,,,,1.0,,,,,,,,,,,,,,,,,,,1979
281,1980,Ronald Reagon elected USA President.,,,,3,,1.0,,,,,,,,,,,,,,,,,,,,,1980
282,1980,War starts between Iran and Iraq,,,,5,"[Conflicts, ]",,,1.0,,,,,,,,,,,,,,,,,1.0,,1980
283,1982,"Falklands, captured by Argentina; Israel attacks South Lebanon; Argentina forces surrender to British; P.L.O. Chief Yesser Arafat leaves Beirut; Bashir Gemyel, the President elect of Lebanon, assassinated; Soviet President breathes his last.",,,,4,,,,,,,,,,,,,,,,,,,,1.0,,,1982
284,1983,US attacks Grenada; USA withdraws from UNESCO.,,,,4,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1983
285,1985,Vietnam withdraws troops from Kampuchia.,,,,8,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1985
286,1985,India gets Presidentship of the UN Security Council,,,,7,,,,,,,,,,,1.0,,,,,,,,,,,,1985
287,1985,Soviet President Mr. Konstantin Chernenko dies,,,,7,,,,,,,,,,,,,,,,,,1.0,,,,,1985
288,1986,American air attack on Libya.,,,,8,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1986
289,1987,"Nuclear tests by USSR; Fresh proposal by Gorbachev; Group 77 meet at Havana; Unsuccessful military coup in Philippines, Prime Minister of Lebanon killed.",,,,8,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1987
290,1988,"Arafat declares on independent state of Palestine,",,,,8,,,,,,,,,,,,,1.0,,,,,,,,,,1988
291,1988,"Nearly 1,00,000 people killed in earthquake in Armenia.",,,,8,,,,1.0,,,,,,,,,,,,,,,,,,,1988
292,1988,"WHO observes 7th of April as no smoking day, French President re-elected, Gen. Zia-ul-Haq killed in plane crash, Quake kills about 1,000 people in Bihar (India),",,,,8,,,,,,,,,,,1.0,,,,,,,,,,,,1988
293,1988,"George Bush elected President of USA,",,,,4,,1.0,,,,,,,,,,,,,,,,,,,,,1988
294,1989,The UN Peace keeping force starts implementation of UN Resolution 435 for the independence of  Namibia.,,,,8,,,,,1.0,,,,,,,,,,,,,,,,,,1989
295,1989,Collapse of Communist regimes in Europe: marks the end of the long communist experiment; Asian communism is also transformed.,,,,3,,,1.0,,,,,,,,,,,,,,,,,,,,1989
